id,name,description,latitude,longitude,site_type,fee,source
usfs-12392,LARSON RIDGE CG,"Dispersed Camping Area. Vault Toilet located at Larson Ridge Trailhead across FR 237. from camping area.
This is a designated dispersed camping area. Camping allowed only within designated, numbered sites. When the forest is in fire restrictions NO FIRES",34.33026667,-110.8337333,CAMPING AREA,No Fee,usfs
usfs-12417,KINGSTON CAMPGROUND,"Generally, open May to October as weather and conditions allow. Northern most entry point to Toiyabe Crest tiol Recreation Trail by the Kingston Trailhead. Stock loading ramp available for horses or other pack animals.",39.2229,-117.1432,CAMPGROUND,No Fee,usfs
usfs-12434,MIDDLE BRIDGE,MIDDLE BRIDGE (Camping Area),37.409964,-119.653846,CAMPING AREA,No Fee,usfs
usfs-12443,A.T. IRON MOUNTAIN SHELTER,A.T. IRON MOUNTAIN SHELTER (Camping Area),36.43542,-81.99097863,CAMPING AREA,No Fee,usfs
usfs-12450,NORTH LAVA FLOW,Campground open year-round pending snow accessibility. No fee campground maintained by FS.,43.62353056,-121.819225,CAMPGROUND,No Fee,usfs
usfs-12452,TRINITY LAKE SHORELINE,,40.81812,-122.769002,CAMPING AREA,No Fee,usfs
usfs-12477,DOUBLE FALLS (CAMPGROUND & TRAILHEAD),Double Falls Campground,47.40712692,-112.7218713,CAMPGROUND,No Fee,usfs
usfs-12478,RAILROAD CANYON,RAILROAD CANYON (Campground),32.90834808,-107.8170929,CAMPGROUND,No Fee,usfs
usfs-12521,LUNCH CREEK,,39.618297,-120.506623,CAMPING AREA,No Fee,usfs
usfs-12529,PINE CREEK HUNT CAMP,PINE CREEK HUNT CAMP (Camping Area),30.24535331,-84.69750953,CAMPING AREA,No Fee,usfs
usfs-12530,HORSESHOE LAKE (OLALLIE),"CLOSED DUE TO FIRE: Sites south of the Olallie Lake, including Peninsula CG, Horseshoe Lake CG, and Skyline Rd, suffered extensive damage in Lionshead Fire and subsequent winter storm blowdown and will NOT reopen this year. Located on the high and lovely",44.78055556,-121.7847222,CAMPGROUND,No Fee,usfs
usfs-12546,DEER LAKE,,39.624726,-120.6504,CAMPING AREA,No Fee,usfs
usfs-12550,FINNING MILL,,39.11766,-120.77569,CAMPING AREA,No Fee,usfs
usfs-12552,DEEP CREEK HUNT CAMP,The Deep Creek Hunt Camp is a three-sided shelter available for free public use.  There is a picnic table and fire ring located onsite.  There is a fourteen day stay limit within a 30 day period at this shelter.,35.419017,-83.916918,CAMPGROUND,No Fee,usfs
usfs-12567,MAMMOTH MT RV PARK,MAMMOTH MT RV PARK (Campground),37.6451,-118.9594,CAMPGROUND,No Fee,usfs
usfs-12628,GANDY CREEK CAMPING AREA,GANDY CREEK CAMPING AREA (Camping Area),38.738773,-79.602902,CAMPING AREA,No Fee,usfs
usfs-12661,BIG TESUQUE,"Big Tesuqueis a walk in campground not conducive to trailer or RV campoing. There are10 units, Picnic tables and grills, and Vaulted toilets in the parking lot. There is no potable water and no Campground Host. The entire area is very scenic, and NM 475",35.7694365,-105.80918701,CAMPGROUND,No Fee,usfs
usfs-12669,CAMINO COVE CG,"Elevation 4,875'. 32 units. Vault toilets, fire rings. No water, grills or tables. No Fee. Check ahead - campfires may not be allowed during fire restrictions.",38.878704,-120.428467,CAMPGROUND,No Fee,usfs
usfs-12683,WOLVERINE LAKES DISPERSED SITE 18,,48.970093,-114.92187,CAMPING AREA,No Fee,usfs
usfs-12692,BRUSH CREEK,"Brush Creek is a dispersed camping or day use site open year round. There are vault toilets available and seasonal trash bins. This is where the Brush Creek meets the Upper Kern River and is a good spot for fishing. Effective July 30, 2022 through Septem",35.964361,-118.478222,CAMPGROUND,No Fee,usfs
usfs-12697,RD 473 CAMP 7,,48.32839167,-116.07195167,CAMPING AREA,No Fee,usfs
usfs-12707,BUTCHER RANCH,,39.6219,-120.682835,CAMPING AREA,No Fee,usfs
usfs-12768,GIANT GAP ROAD,,39.151588,-120.761289,CAMPING AREA,No Fee,usfs
usfs-12771,RD 714-04,,46.204605,-113.90688667,CAMPING AREA,No Fee,usfs
usfs-12772,LIVE OAK CG,LIVE OAK CG (Campground),34.37777778,-118.4027778,CAMPGROUND,No Fee,usfs
usfs-12773,TR88 SITE 1,DISPERSED SITE 21 (Camping Area),48.935876,-114.907314,CAMPING AREA,No Fee,usfs
usfs-12790,COYOTE CAMP 2,COYOTE CAMP 2 (Camping Area),37.18941081,-119.10170937,CAMPING AREA,No Fee,usfs
usfs-12817,C101-WOLF CREEK DESIGNATED DISPERSED,C101-WOLF CREEK DESIGNATED DISPERSED (Camping Area),34.45631667,-112.44471667,CAMPING AREA,No Fee,usfs
usfs-12819,RIO CHAMA,"Located on the Rio Chama Wild and Scenic River.Ten individual campsites each include a picnic tableanda campfire ring. RV 's up to 20 feetcan be accommodated in only a few sites. No potable water, or hookups.",36.35460179,-106.67400596,CAMPGROUND,No Fee,usfs
usfs-12840,MIDDLE BEAR LAKE SITE 2,,47.979167,-115.520278,CAMPING AREA,No Fee,usfs
usfs-12843,MIDDLE BEAR LAKE SITE 1,,47.978889,-115.520278,CAMPING AREA,No Fee,usfs
usfs-12850,OUR LAKE,OUR LAKE (Camping Area),47.83885,-112.80323,CAMPING AREA,No Fee,usfs
usfs-12851,YANKEE DESIGNATED DISPERSED CAMPING AREA,Yankee Meadows designated dispersed campground is situated in a beautiful valley near Yankee Meadows Reservoir. For information on dispersed camping click on the related link to the right.,37.774219,-112.749713,CAMPING AREA,No Fee,usfs
usfs-12868,A.T. ROCK GAP SHELTER,,35.091565,-83.522989,CAMPING AREA,No Fee,usfs
usfs-12871,BOGGY MEADOW 1,BOGGY MEADOW 1 (Camping Area),37.455795,-119.553629,CAMPING AREA,No Fee,usfs
usfs-12890,LAKE DELANCY EAST,Closed to the public,29.42971667,-81.78648333,CAMPGROUND,No Fee,usfs
usfs-12902,STREAMSIDE,,34.55001,-118.4319444,CAMPGROUND,No Fee,usfs
usfs-12917,OBRIEN,OBRIEN (Camping Area),40.803664,-122.303247,CAMPING AREA,No Fee,usfs
usfs-12919,CHEAHA FALLS TRAIL SHELTER SITE,,33.452922,-85.851053,CAMPING AREA,No Fee,usfs
usfs-12929,SPRUCE LAKES,,48.29816389,-115.98044167,CAMPING AREA,No Fee,usfs
usfs-12962,OTTER HUNT CAMP,,30.30765517,-84.61513784,CAMPING AREA,No Fee,usfs
usfs-12985,IRON CANYON WEST,,40.983212,-121.982221,CAMPING AREA,No Fee,usfs
usfs-13026,BIRCH LAKE,BIRCH LAKE (Camping Area),48.13878,-113.91541,CAMPING AREA,No Fee,usfs
usfs-13038,CEMENT CREEK DESIGNATED CAMPING AREA,"Designated camping area in the Cement Creek drainage, close to Crested Butte. 23 sites are available and camping is allowed only in designated sites. Each site has a fire ring and is marked with a unit marker.",38.8243,-106.8545,CAMPING AREA,No Fee,usfs
usfs-13043,MOUNTAIN SPRINGS,,47.00633439,-116.0823468,CAMPING AREA,No Fee,usfs
usfs-13050,COLD SPRINGS,COLD SPRINGS (Camping Area),40.095045,-121.400339,CAMPING AREA,No Fee,usfs
usfs-13054,UPPER COVE CREEK ROADSIDE CAMPSITES,,35.31035085,-82.8121355,CAMPING AREA,No Fee,usfs
usfs-13057,WEST BIG BELTS GFA - AVALANCHE CUA,,46.636,-111.559,CAMPING AREA,No Fee,usfs
usfs-13089,QUEMADO LAKE - EL CASO CG #1,QUEMADO LAKE - EL CASO CG #1 (Campground),34.13688,-108.4725,CAMPGROUND,No Fee,usfs
usfs-13093,BLACK ROCK (CUA),BLACK ROCK (CUA) (Camping Area),39.729768,-121.014885,CAMPING AREA,No Fee,usfs
usfs-13097,BACKBONE RIDGE,,40.825149,-122.441124,CAMPING AREA,No Fee,usfs
usfs-13099,LITTLE SPAR LAKE,,48.21597222,-116.01285556,CAMPING AREA,No Fee,usfs
usfs-13104,RD 714-03,,46.18459,-113.94482667,CAMPING AREA,No Fee,usfs
usfs-13119,SEELEY-WOODWORTH A.T. SHELTER,This is an Appalachain Trail shelter.,37.81916667,-79.15527778,CAMPING AREA,No Fee,usfs
usfs-13131,WILLOW CREEK,,39.458021,-121.061356,CAMPING AREA,No Fee,usfs
usfs-13218,OAK GROVE CG-F,Permanently Closed,40.84974162,-122.352129,CAMPGROUND,No Fee,usfs
usfs-13235,MATTS CREEK A.T. SHELTER,This is an Appalachain Trail shelter.,37.59904664,-79.41447825,CAMPING AREA,No Fee,usfs
usfs-13254,BUCKEYE CAMP,,40.873478,-122.768634,CAMPING AREA,No Fee,usfs
usfs-13269,FISHERS LANDING,FISHERS LANDING (Campground),35.00121876,-76.97591938,CAMPGROUND,No Fee,usfs
usfs-13270,EAST ELKHORNS GFA - CROW CREEK CUA,,46.301667,-111.736389,CAMPING AREA,No Fee,usfs
usfs-13281,FENDERS FERRY,,40.900449,-122.170645,CAMPING AREA,No Fee,usfs
usfs-13290,CONVERSE BASIN,,36.79444444,-118.9552778,CAMPING AREA,No Fee,usfs
usfs-13302,C56-SENATOR HWY DESIGNATED DISP,C56-SENATOR HWY DESIGNATED DISP (Camping Area),34.45193333,-112.43753333,CAMPING AREA,No Fee,usfs
usfs-13315,FDR79-TRITLE MTN -DESIGNATED DISP.,,34.45385,-112.44331667,CAMPING AREA,No Fee,usfs
usfs-13319,MOORE LAKE,MOORE LAKE (Camping Area),30.39186798,-84.40739157,CAMPING AREA,No Fee,usfs
usfs-13343,ASPEN BASIN,"The Aspen Basin Campground is located adjacent to the very large parking area at Santa Fe Ski Basin. There are 10 units, Picnic tables, and fire rings. There is a vaulted toiletat the far west end of theparking lot. This campground is less developed than",35.79535648,-105.80537314,CAMPGROUND,No Fee,usfs
usfs-13346,MT LANGDON CAMPING AREA,MT LANGDON CAMPING AREA (Camping Area),44.11506827,-71.28159028,CAMPING AREA,No Fee,usfs
usfs-13354,BEAVER CR DISPERSED,BEAVER CR DISPERSED (Camping Area),47.60473,-112.75355,CAMPING AREA,No Fee,usfs
usfs-13362,ELDORADO,,46.294137,-115.749207,CAMPING AREA,No Fee,usfs
usfs-13373,WOLVERINE LAKES DISPERSED SITE 16,,48.97034,-114.921135,CAMPING AREA,No Fee,usfs
usfs-13410,MARIAS/PALOOKAVILLE,,48.332,-113.119,CAMPING AREA,No Fee,usfs
usfs-13427,SWISHER SOUTH,,48.9642666,-115.1354833,CAMPING AREA,No Fee,usfs
usfs-13465,TADPOLE / SUN FLOWER HILL AREA,,39.170182,-120.454646,CAMPING AREA,No Fee,usfs
usfs-13498,RIPSTEIN CG-F,"Ripstein Campground is normally available on a first-come, first-serve basis. There are 10 tent-only sites, some are walk in only. The majority of tent sites have food lockers to deter habituation of black bears.",40.87615103,-123.0281703,CAMPGROUND,No Fee,usfs
usfs-13504,LOOP CREEK,,47.35946146,-115.7111978,CAMPING AREA,No Fee,usfs
usfs-13515,SMITH LAKE,,48.42125834,-116.10274722,CAMPING AREA,No Fee,usfs
usfs-13521,NOREN GROUP CG,"Located near Westgard Pass and White Mountain Road, three separate large group sites are popular with academic institutions for geology field trips. Surrounded by Pinyon and Juniper, Camp Nelson, Camp Noren, and Camp Ferguson all have shade ramada ' s, c",37.276988,-118.155426,GROUP CAMPGROUND,No Fee,usfs
usfs-13528,INTER BAY,,39.0264,-120.60265,CAMPING AREA,No Fee,usfs
usfs-13561,HOKE / VERDI,HOKE / VERDI,39.50706,-120.08748,CAMPING AREA,No Fee,usfs
usfs-13579,MONTURE CREEK CAMPGROUND,MONTURE CREEK CAMPGROUND (Campground),47.125456,-113.142987,CAMPGROUND,No Fee,usfs
usfs-13597,HOUSTON MESA GROUP,"Houston Mesa Campground is located in the forested northern section of Tonto National Forest, just one mile north of Payson, Arizona and less than two hours from Phoenix.
Houston Mesa offers shade, privacy and corrals for horses and mules. This recreatio",34.26887286,-111.3157072,GROUP CAMPGROUND,No Fee,usfs
usfs-13609,FDR30-BANNIE MINE DESIGNATED DISP,FDR30-BANNIE MINE DESIGNATED DISP (Camping Area),34.48598333,-112.37155,CAMPING AREA,No Fee,usfs
usfs-13670,OWL CREEK PASS DISPERSED,OWL CREEK PASS (Camping Area),38.1582,-107.5622,CAMPING AREA,No Fee,usfs
usfs-13675,DUTCHMAN FLAT DISPERSED CAMPGROUND,DUTCHMAN FLAT DISPERSED CAMPGROUND (Campground),44.26569678,-114.72037264,CAMPGROUND,No Fee,usfs
usfs-13691,HANGING DOG CAMPGROUND,closed until further notice,35.105633,-84.083283,CAMPGROUND,No Fee,usfs
usfs-13692,BOLAR MOUNTAIN VOLUNTEER VILLAGE,This is a site for Volunteers on the James River and Warm Springs District to base operations out of.  The sites have water and electric and there is place to do laundry and shower.,37.98416667,-79.96333333,CAMPGROUND,No Fee,usfs
usfs-13703,ELBOW LAKE SITE 3,,47.72527794,-90.99743812,CAMPING AREA,No Fee,usfs
usfs-13743,A.T. MORELAND GAP SHELTER,A.T. MORELAND GAP SHELTER (Camping Area),36.22011832,-82.08831437,CAMPING AREA,No Fee,usfs
usfs-13750,SKIPOUT CG,SKIPOUT (Campground),35.63544458,-99.88025179,CAMPGROUND,No Fee,usfs
usfs-13751,CLYDE MOUNTAIN,,39.343514,-120.664068,CAMPING AREA,No Fee,usfs
usfs-13760,SABE VISTA-02,,45.65567167,-114.94492333,CAMPING AREA,No Fee,usfs
usfs-13762,SIDDIE FIELDS,,34.92966394,-76.79143333,CAMPING AREA,No Fee,usfs
usfs-13793,MORRELL CUA DISPERSED,Dispersed Camping Area,38.5479,-111.4368,CAMPING AREA,No Fee,usfs
usfs-13801,POPE STILL HUNT CAMP,,30.22405744,-84.47583496,CAMPING AREA,No Fee,usfs
usfs-13804,SUMMIT LAKE,SUMMIT LAKE (Camping Area),39.34853,-120.32364,CAMPING AREA,No Fee,usfs
usfs-13845,RD 720-02,,46.12353667,-114.00344,CAMPING AREA,No Fee,usfs
usfs-13853,NORTH DUGGER TRAIL SHELTER SITE,,33.870278,-85.499331,CAMPING AREA,No Fee,usfs
usfs-13865,TUMBLING CREEK CG,TUMBLING CREEK CG,35.0174,-84.4664,CAMPGROUND,No Fee,usfs
usfs-13889,RATTLESNAKE GROUP,Site has been decommissioned.,33.84710655,-111.6358137,GROUP CAMPGROUND,No Fee,usfs
usfs-13900,GILBERTS CREEK 3,GILBERTS CREEK 3 (Camping Area),37.104298,-83.495829,CAMPING AREA,No Fee,usfs
usfs-13916,GERTRUDE CREEK WEST,GERTRUDE CREEK WEST (Camping Area),37.235225,-119.455689,CAMPING AREA,No Fee,usfs
usfs-13921,PRESERVATION POINT CAMPSITE,"Grand Island is a Congressionally designated National Recreation Area with fascinating history, beautiful overlooks, pristine sandy beaches, dense hardwood forest, serene inland lakes, and miles of hiking and biking trails. This is a unique destination t",46.556006,-86.692629,CAMPGROUND,No Fee,usfs
usfs-13940,WEASEL CREEK,,48.95494444,-114.73872222,CAMPING AREA,No Fee,usfs
usfs-13945,WEST BRUSH DESIGNATED CAMPING AREA,"Designated camping area in the West Brush Creek drainage, close to Crested Butte. 8 sites are available and camping is allowed only in designated sites. Each site has a fire ring and is marked with a unit marker.",38.9138,-106.8801,CAMPING AREA,No Fee,usfs
usfs-13962,MIDDLE RIDGE,MIDDLE RIDGE (Camping Area),40.267581,-121.789456,CAMPING AREA,No Fee,usfs
usfs-13969,ROLSTON REST SHELTER,ROLSTON REST SHELTER (Campground),43.713106,-72.861433,CAMPGROUND,No Fee,usfs
usfs-13999,DUSY CREEK CAMP 2,DUSY CREEK CAMP 2 (Camping Area),37.13097847,-118.96682407,CAMPING AREA,No Fee,usfs
usfs-14067,RICE LAKE SITE 3,,47.78037846,-90.77825787,CAMPING AREA,No Fee,usfs
usfs-14068,J R,Site is permanently closed.,48.3885,-119.9009,CAMPGROUND,No Fee,usfs
usfs-14073,PANTHERTOWN SHELTER,,35.1671,-83.033289,CAMPING AREA,No Fee,usfs
usfs-14081,LOG CORRAL MEADOW,,36.07861111,-118.9066667,CAMPING AREA,No Fee,usfs
usfs-14162,GROUSE MEADOW,GROUSE MEADOW (Camping Area),37.119775,-119.07184723,CAMPING AREA,No Fee,usfs
usfs-14168,CRATER LAKE,CRATER LAKE (Camping Area),48.12031,-113.89977,CAMPING AREA,No Fee,usfs
usfs-14169,FIREHOLE COMPLEX,,41.350538,-109.445076,CAMPING AREA,No Fee,usfs
usfs-14177,ROUND LAKE CUA DISPERSED,"Small pond for fishing, a vault restroom available and some dispersed camping in the area.",38.4937,-111.4432,CAMPING AREA,No Fee,usfs
usfs-14199,GOBBLERS KNOB YELLOW POST SITES,GOBLERS KNOB YELLOW POST SITES (Camping Area),34.30629,-117.55577,CAMPING AREA,No Fee,usfs
usfs-14202,FULLHARDT KNOB A.T. SHELTER,This is an Appalachain Trail shelter.,37.39805556,-79.85527778,CAMPING AREA,No Fee,usfs
usfs-14223,MEADOW CREEK PICNIC AND CAMP,MEADOW CREEK PICNIC AND CAMP (Camping Area),47.85293,-113.41902,CAMPING AREA,No Fee,usfs
usfs-14260,SNAG LAKE,"Snag Lake Campground is located five miles north of Bassetts on the Gold Lake Road adjacent to Snag Lake. There are 12 undesignated campsites with space for small trailer use- vault toilets and lake water source, purify before drinking. This area offers",39.67093684,-120.626475,CAMPGROUND,No Fee,usfs
usfs-14268,SAWMILL GULCH,Campground closed and slated for decommission,40.2283,-106.0569,CAMPGROUND,No Fee,usfs
usfs-14272,CLOUD CROSSING REC AREA,"This recreation complex is located along the banks of the beautiful Saline Bayou Wild & Scenic River. Recreation opportunities consist of fishing, camping, boating, hiking, and picnicking. An abundance of wildlife can be observed.",32.084001,-92.907001,CAMPGROUND,No Fee,usfs
usfs-14283,CORNELIUS CREEK A.T. SHELTER,This is an Appalachain Trail shelter.,37.49388889,-79.54722222,CAMPING AREA,No Fee,usfs
usfs-14284,HOLMES,HOLMES (Campground),41.21734,-106.27298,CAMPGROUND,No Fee,usfs
usfs-14296,A.T. WAYAH BALD SHELTER,,35.18945,-83.5644,CAMPING AREA,No Fee,usfs
usfs-14322,CABLE CAR,CABLE CAR (Camping Area),47.97913889,-113.56161111,CAMPING AREA,No Fee,usfs
usfs-14347,SCOTT MOUNTAIN,SCOTT MOUNTAIN (Camping Area),41.275954,-122.698022,CAMPING AREA,No Fee,usfs
usfs-14417,RESERVOIR,This campground  is next to  Wickiup Reservoir and provides great  bird watching opportunities. This site offers beautiful scenery and is a great place to go during the summer for easy access to fishing. There is a boat launch area adjacent to this campg,43.66967778,-121.7709361,CAMPGROUND,No Fee,usfs
usfs-14432,SALMON MT BASE CAMP,SALMON MT BASE CAMP (Camping Area),45.62297833,-114.84530167,CAMPING AREA,No Fee,usfs
usfs-14453,EAST DALLAS,"East Dallas Camping Area is located on Ouray County Road 7, outside of Ridgway, CO. This area provides dispersed camping recreational opportunities. This area is within close proximity to multiple motorized and non-motorized recreational trails. One toil",38.046389,-107.80899,CAMPING AREA,No Fee,usfs
usfs-14495,REDBANK,There are 5 campsites at Red Bank campground situated right on the North Fork of the Salmon River.,41.29862061,-123.2289224,CAMPGROUND,No Fee,usfs
usfs-14519,SANTEETLAH CREEK CAMPSITES,"Dispersed campsites located along Santeetlah Creek.  Each campsite has a fire ring, picnic table and lantern post.  There is a fourteen day stay limit within a 30 day period at each campsite.",35.340154,-83.934451,CAMPING AREA,No Fee,usfs
usfs-14538,GILBERTS CREEK 7,GILBERTS CREEK 7 (Camping Area),37.112171,-83.475307,CAMPING AREA,No Fee,usfs
usfs-14553,WOLVERINE LAKES DISPERSED SITE 10,,48.968671,-114.91839,CAMPING AREA,No Fee,usfs
usfs-14566,MUSICIANS CAMP DESIGNATED CAMPING AREA,"Camping area up the Slate River drainage, close to Crested Butte. 17 sites are available and camping is allowed only in designated sites. Each site has a fire ring and is marked with a unit marker. A double vault toilet is available.",38.9318,-107.051001,CAMPING AREA,No Fee,usfs
usfs-14570,GOLDEN TROUT CROSSING,"This campground has 15 first come sites. One of the sites is accessible and some sites can accommodate large groups. Campground amenities include water and vault toilets. Campsite amenities include picnic tables and fire ring. Stream fishing, day hiking,",39.607891,-121.154033,CAMPGROUND,No Fee,usfs
usfs-14590,HOLLAND LAKE GROUP SITE,"The Holland Lake Picnic Site offers plenty of parking, trash receptacles, restrooms, water supply, and several picnic sites with tables and grills. This site also has a swimming area, but no lifeguard on duty.",47.44238,-113.61709,GROUP CAMPGROUND,No Fee,usfs
usfs-14610,ROBIN CREEK RD 7090,,48.98833333,-114.82569445,CAMPING AREA,No Fee,usfs
usfs-14617,COLD SPRINGS CUA DISPERSED,"Dispersed Camping Area. Facilities include a vault toilet, information kiosk and graveled roads. Fishing opportunity at Cold Springs reservoir.",38.7826,-111.6438,CAMPING AREA,No Fee,usfs
usfs-14626,STONE CREEK YELLOW POST SITES,,33.771069,-116.767698,CAMPING AREA,No Fee,usfs
usfs-14669,RIVER COMPLEX,,40.910499,-109.297515,CAMPING AREA,No Fee,usfs
usfs-14681,PROMONTORY PIT ROAD,"This is an unimproved designated dispersed camp area within the RIm Lakes Recreation Area located on an unnumbered road on the north side of the  junction of Forest Roads 300 and 34
There are no services offered at this location and visitors must camp wi",34.37996111,-110.983675,CAMPGROUND,No Fee,usfs
usfs-14712,DEADMAN CREEK,,37.71094722,-119.0472,CAMPING AREA,No Fee,usfs
usfs-14758,CHERRY FLAT,,36.63111111,-118.8994444,CAMPING AREA,No Fee,usfs
usfs-14761,RIVERVIEW,,40.924878,-122.402968,CAMPING AREA,No Fee,usfs
usfs-14791,QUEMADO LAKE - EL CASO CG #2,QUEMADO LAKE - EL CASO CG (Campground),34.13763,-108.4705,CAMPGROUND,No Fee,usfs
usfs-14808,NEEDLE CREEK RESERVOIR,"Elevation: 8830'  Needle Creek Reservoir lies between Highways 50 and 114 in the Cochetopa Hills along the headwaters of Needle Creek. This reservoir was constructed in 1962 for irrigation water storage. Its low elevation, 8,830 feet, and easy access mak",38.353532,-106.557362,CAMPING AREA,No Fee,usfs
usfs-14812,MEMALOOSE LAKE,,45.0999,-122.2173,CAMPING AREA,No Fee,usfs
usfs-14834,CHERRY CREEK,CHERRY CREEK (Campground),32.91416931,-108.22471619,CAMPGROUND,No Fee,usfs
usfs-14857,ECHO LAKE,"Echo Lake is a semi-developed, dispersed  camping area at the shoreline of Echo Lake near the Caribou Wilderness. A vault toilet is on site, as well as trash recepticals. Echo Lake is a popular place for kayaks and conoes. Be aware that this area was dam",40.432455,-121.164471,CAMPING AREA,No Fee,usfs
usfs-14860,RD 720-01,,46.11306333,-114.00489667,CAMPING AREA,No Fee,usfs
usfs-14861,BEETLE CREEK,,48.90784868,-115.82156664,CAMPING AREA,No Fee,usfs
usfs-14946,HIDDEN VALLEY,"Hidden Valley Campground is located between the Powderhorn and La Garita Wilderness Areas and is great for folks interested in hiking and backpacking. This small campground is designed for tent camping only. Most campsites are walk-in sites, accessed by",38.041371,-107.132758,CAMPGROUND,No Fee,usfs
usfs-14957,A.T. ABINGTON GAP SHELTER,A.T. ABINGTON GAP SHELTER (Camping Area),36.58112867,-81.90205068,CAMPING AREA,No Fee,usfs
usfs-14970,GARDEN RIDGE,,40.940227,-122.104859,CAMPING AREA,No Fee,usfs
usfs-15031,MIDDLE QUARTZ,"The area is part of the mineral belt that extends into Leadville. Many of the four-wheel drive roads were created by miners over 100 years ago, which are now popular for four-wheel driving in the summer and fall months. The campground is near the Alpine",38.621266,-106.427087,CAMPGROUND,No Fee,usfs
usfs-15045,CLARK'S RANCH TRAIL YELLOW POST SITE,,34.31942778,-117.01355,CAMPING AREA,No Fee,usfs
usfs-15050,HOTELLING,Hoteling campground has 4 campsites right on the South Fork of the Salmon River. Easy access makes it a popular destination all summer long with the locals.,41.23984443,-123.2739922,CAMPGROUND,No Fee,usfs
usfs-15083,SKALKAHO CK-02,,46.21395833,-113.85182833,CAMPING AREA,No Fee,usfs
usfs-15084,LITTLE LAKE BRYANT,,29.1433,-81.8984,CAMPING AREA,No Fee,usfs
usfs-15101,DOOLITTLE TRAIL,,39.364828,-120.715968,CAMPING AREA,No Fee,usfs
usfs-15106,PIERCE MEADOW,,39.593809,-120.593809,CAMPING AREA,No Fee,usfs
usfs-15125,MONO CREEK OVERFLOW,Campground Overflow Parking,37.360226,-118.987609,CAMPING AREA,No Fee,usfs
usfs-15166,PICAYUNE,,39.17467,-120.31525,CAMPING AREA,No Fee,usfs
usfs-15183,LAKESIDE,LAKESIDE (Campground) is permanently closed,34.15796111,-109.9785694,CAMPGROUND,No Fee,usfs
usfs-15186,WASHINGTON LAKE GROUP,WASHINGTON LAKE GROUP,40.673517,-110.959979,GROUP CAMPGROUND,No Fee,usfs
usfs-15187,ALPINE PLATEAU DISPERSED AREA,Undeveloped area popular for dispersed camping.,38.221349,-107.338224,CAMPING AREA,No Fee,usfs
usfs-15208,A.T. SPRINGER MOUNTAIN SHELTER,A.T. SPRINGER MOUNTAIN SHELTER (Camping Area),34.62917,-84.19289,CAMPING AREA,No Fee,usfs
usfs-15257,LITTLE FORT,Little Fort is a minimally developed recreation area located near a meadow that was once a rest stop for a stagecoach line. Enjoy the thrill of riding the largest OHV system in the state of Virginia with easy access right from the campground to the Peter,38.86694444,-78.44444444,CAMPGROUND,No Fee,usfs
usfs-15276,A.T. OVERMOUNTAIN SHELTER,,36.123611,-82.054222,CAMPING AREA,No Fee,usfs
usfs-15299,LITTLE HOT CREEK,,37.68933333,-118.86090556,CAMPING AREA,No Fee,usfs
usfs-15303,BURKE LAKE,,48.99027777,-115.95478889,CAMPING AREA,No Fee,usfs
usfs-15328,ZUNI,ZUNI (Campground),34.50861111,-118.4527778,CAMPGROUND,No Fee,usfs
usfs-15354,WILLOW CREEK,WILLOW CREEK (Camping Area),47.81279,-113.4654,CAMPING AREA,No Fee,usfs
usfs-15375,BLUEBIRD LAKE DISPERSED SITE 11,,48.945499,-114.931032,CAMPING AREA,No Fee,usfs
usfs-15402,HORSE CAMP,"Located 13 miles SE of Grant Grove via Generals Highway to Big Meadow Road (Road 14S11). Horse camp offers five (5) units, and horse corrals. Campsite elevation is 7,600 feet. This Campground is operated in cooperation with Sequoia National Forest and Ba",36.717527,-118.848972,HORSE CAMP,No Fee,usfs
usfs-15404,CABLE COVE CAMPGROUND,Campground is currently closed due to health and safety issues.,35.431554,-83.753594,CAMPGROUND,No Fee,usfs
usfs-15418,HAWKINS LAKES,,48.97179167,-115.95291389,CAMPING AREA,No Fee,usfs
usfs-15430,CLARK PEAK CORRALS,"Clark Peak Corrals Dispersed Camping, located close to 9,000 feet in mixed-conifer forest, is the last dispersed camping area at the end of National Forest Service (NFS) Road 803 beyond the Swift Trail. It is 34.5 miles from Swift Trail Junction at the i",32.7175,-109.9766667,HORSE CAMP,No Fee,usfs
usfs-15451,SAWMILL WALK-IN CG,"Located near the boundary of the Hoover Wilderness at an elevation of 9800 feet, Sawmill Campground is suited to backpack style camping as you will walk more than a quarter mile on a dirt trail to reach the 12 campsites.  Each site has a table, fire ring",37.955941,-119.266702,CAMPGROUND,No Fee,usfs
usfs-15497,DEEP GAP SHELTER,,35.28072,-82.86749,CAMPING AREA,No Fee,usfs
usfs-15498,STAHL/CLARENCE,,48.89503297,-114.8005817,CAMPING AREA,No Fee,usfs
usfs-15501,RR464RD-005,,46.00533333,-115.44665278,CAMPING AREA,No Fee,usfs
usfs-15531,TAJIQUE,TAJIQUE (Campground),34.76455,-106.3283,CAMPGROUND,No Fee,usfs
,Free Camping,"Cherokee National Forest USFS near Elizabethton, TN off of Panhandle Rd, flat parking spot in a pushoff just off of Panhandle Rd.  Privacy behind parking spot, but road lies in front of the pushoff.  Road sees light use (1 car every 20-40 min) as a forest service road. Accessed off of TN 91 north east of Elizabethton.  There was no road sign for Panhandle Rd as the road was under construction.",36.45515,-82.09069,,,user
